Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT04377932,Liver Cancer; Rhabdomyosarcoma; Malignant Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Yolk Sac Tumor; Liver Neoplasms; Rhabdomyosarcoma; Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Endodermal Sinus Tumor,15.GPC3-CAR T Cells - Dose Level 3,AGAR T cells,,,,,,,,,,2026-01-21,2021-08-08,2040-08-26
NCT00335829,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular","Single Arm, Received Bevacizumab and TACE","bevacizumab, chemotherapy, embolization therapy, hepatic artery infusion",10.8,4.8,24.7,23.0,,,,,,2021-08-13,2006-05,2011-02
NCT00532441,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Biliary,"Erlotinib, Docetaxel",5.7,3.6,21.5,11.0,4.7,1.6,6.9,11.0,,2016-02-12,2007-09,2010-08
NCT00532441,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Erlotinib and Docetaxel,"Erlotinib, Docetaxel",,,,,,,,,,2016-02-12,2007-09,2010-08
NCT00532441,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Hepatocellular,"Erlotinib, Docetaxel",6.7,4.6,13.8,13.0,3.5,1.7,4.5,14.0,,2016-02-12,2007-09,2010-08
NCT03397654,"Primary Liver Carcinoma; Carcinoma, Hepatocellular",TACE Followed by Pembrolizumab,"Pembrolizumab, Trans-arterial chemoembolization",,,,,93.3,82.0,100.0,15.0,,2025-03-06,2018-01-28,2023-03-23
NCT00049322,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I,bevacizumab,,,,,,,,,,2020-09-01,2003-06,2012-02
NCT00049322,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II,bevacizumab,,,,,,,,,,2020-09-01,2003-06,2012-02
NCT02875392,Non-alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease,Fucoidan Use,"275mg Oligo Fucoidan + 275mg HS Fucoxanthin, placebo pills",,,,,,,,,,2021-04-13,2016-11,2018-03
NCT02875392,Non-alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease,Placebo Pills,"275mg Oligo Fucoidan + 275mg HS Fucoxanthin, placebo pills",,,,,,,,,,2021-04-13,2016-11,2018-03
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Axitinib,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",12.7,10.2,14.9,134.0,3.6,2.3,4.6,134.0,31.3,2019-01-09,2010-12-06,2016-12-20
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Child-Pugh Class A,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",,,,,,,,,,2019-01-09,2010-12-06,2016-12-20
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Child-Pugh Class B,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",,,,,,,,,,2019-01-09,2010-12-06,2016-12-20
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",9.7,5.9,11.8,68.0,1.9,1.9,3.5,68.0,11.8,2019-01-09,2010-12-06,2016-12-20
NCT02147301,"Hepatocellular Carcinoma; Chemoembolization; Carcinoma, Hepatocellular",DEB-TACE,LC Bead,,,,,,,,,10.0,2019-09-10,2014-12-17,2017-04-05
NCT04573881,"Liver Neoplasms; Hepatocellular Carcinoma; Liver Metastases; Liver Neoplasms; Carcinoma, Hepatocellular",HistoSonics System,HistoSonics System,,,,,,,,,,2026-01-12,2021-06-04,2027-08
NCT04505553,"Appendix Carcinoma; Colon Carcinoma; Esophageal Carcinoma; Gastric Carcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Malignant Digestive System Neoplasm; Pancreatic Carcinoma; Rectal Carcinoma; Small Intestinal Carcinoma; Anal Carcinoma; Digestive System Carcinoma; Digestive System Neuroendocrine Tumor; Pancreatic Neuroendocrine Tumor; Appendiceal Neoplasms; Colonic Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Carcinoma, Hepatocellular; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Anus Neoplasms; Gastro-enteropancreatic neuroendocrine tumor; Adenoma, Islet Cell","Arm I (Acupuncture, Acupressure, Cryotherapy)","Acupuncture Therapy, Acupressure Therapy, Oral Cryotherapy, Questionnaire Administration, Quality-of-Life Assessment",,,,,,,,,,2026-01-21,2021-06-01,2024-03-31
NCT04505553,"Appendix Carcinoma; Colon Carcinoma; Esophageal Carcinoma; Gastric Carcinoma; Liver and Intrahepatic Bile Duct Carcinoma; Malignant Digestive System Neoplasm; Pancreatic Carcinoma; Rectal Carcinoma; Small Intestinal Carcinoma; Anal Carcinoma; Digestive System Carcinoma; Digestive System Neuroendocrine Tumor; Pancreatic Neuroendocrine Tumor; Appendiceal Neoplasms; Colonic Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Carcinoma, Hepatocellular; Gastrointestinal Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Anus Neoplasms; Gastro-enteropancreatic neuroendocrine tumor; Adenoma, Islet Cell",Arm II (Cryotherapy),"Acupuncture Therapy, Acupressure Therapy, Oral Cryotherapy, Questionnaire Administration, Quality-of-Life Assessment",,,,,,,,,,2026-01-21,2021-06-01,2024-03-31
NCT00687596,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo,"TAC-101, Placebo",8.35,,,26.0,4.82,,,22.0,,2024-09-19,2008-08-01,2010-05-10
NCT00687596,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",TAC-101,"TAC-101, Placebo",8.23,,,26.0,4.95,,,21.0,,2024-09-19,2008-08-01,2010-05-10
NCT05009979,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms","Arm 1, Cohort 1, Baseline and Post-treatment Imaging With Piflufolastat F-18 (18F-DCFPyL)","F18-FDG, MRI, CT, F18-DCFPyL, Tumor biopsy",,,,,,,,,,2025-08-28,2023-01-18,2024-11-20
NCT02377947,"Hepatic Encephalopathy; Hepatic Encephalopathy; Lymphoma, Follicular",Patients With Cirrhosis (Grade 3 & 4 Per West Haven cr.),,,,,,,,,,,2020-02-10,2015-12,2016-03
NCT00941655,"Gastric Cancer; Stomach Neoplasms; Carcinoma, Hepatocellular",Surgery + HIPEC + Systemic Chemotherapy,"Oxaliplatin, Irinotecan, 5-Fluorouracil, Leucovorin, Gastrectomy and/or metastasectomy",19.0,,,8.0,,,,,,2019-11-13,2009-07-22,2012-06-18
NCT00941655,"Gastric Cancer; Stomach Neoplasms; Carcinoma, Hepatocellular",Systemic Chemotherapy Alone,"Oxaliplatin, Irinotecan, 5-Fluorouracil, Leucovorin, Gastrectomy and/or metastasectomy",,,,,,,,,,2019-11-13,2009-07-22,2012-06-18
NCT01798134,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",DEB-TACE,TANDEM™,,,,,,,,,,2016-10-03,2012-12,2015-03
NCT01075399,Head and Neck Cancer; Lung Cancer; Liver Cancer; Rectal Cancer; Cervical Cancer; Head and Neck Neoplasms; Lung Neoplasms; Liver Neoplasms; Rectal Neoplasms; Uterine Cervical Neoplasms; Hypoxia,[F 18]HX4,[F 18]HX4,,,,,,,,,,2013-08-30,2010-02,2012-02
NCT01488487,"Advanced Adult Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Everolimus + Pasireotide,"Everolimus, Pasireotide",6.7,6.0,,24.0,,,,,0.0,2016-04-07,2011-12,2015-03
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Colorectal Cancers Metastasized to the Liver,"Vascular Biogenics (VB)-111, Nivolumab",6.9,2.64,10.74,13.0,1.8,0.75,2.72,13.0,0.0,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 1 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 1 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 1 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 2 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 2 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 2 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 3 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 3 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 3 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 4 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 4 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 4 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 5 Definitely Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 5 Possibly Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT04166383,Metastatic Colorectal Cancer; Colorectal Neoplasms; Colorectal Carcinoma; Colorectal Cancer With Hepatic Metastases; Colorectal Tumors; Colorectal Neoplasms,Grade 5 Probably Related,"Vascular Biogenics (VB)-111, Nivolumab",,,,,,,,,,2026-03-10,2020-08-09,2022-12-31
NCT03695250,"Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treatment (BMS-986205 and Nivolumab),"IDO1 Inhibitor BMS-986205, Nivolumab",,,,8.0,8.5,4.8,,8.0,12.5,2023-08-22,2018-10-16,2021-03-12
NCT02330549,"Prediabetic State; Non-alcoholic Fatty Liver Disease; Type 2 Diabetes Mellitus; Prediabetic State; Non-alcoholic Fatty Liver Disease; Diabetes Mellitus, Type 2",Cenicriviroc 150 mg,"Cenicriviroc 150 mg, Placebo",,,,,,,,,,2019-10-11,2015-07-17,2016-09-08
NCT02330549,"Prediabetic State; Non-alcoholic Fatty Liver Disease; Type 2 Diabetes Mellitus; Prediabetic State; Non-alcoholic Fatty Liver Disease; Diabetes Mellitus, Type 2",Placebo,"Cenicriviroc 150 mg, Placebo",,,,,,,,,,2019-10-11,2015-07-17,2016-09-08
NCT01556490,Unresectable Hepatocellular Carcinoma,Sorafenib + Standard of Care,TheraSphere,200.0,,,241.0,,,,,,2023-11-08,2012-03,2022-04-30
NCT01556490,Unresectable Hepatocellular Carcinoma,TheraSphere + Sorafenib + Standard of Care,TheraSphere,206.0,,,240.0,,,,,,2023-11-08,2012-03,2022-04-30
NCT03338062,"Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma; Liver Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma",Standard SBRT Planning,Hepatobiliary Iminodiacetic Acid (HIDA) scan,27.5,1.4,27.5,5.0,,,,,,2021-02-26,2017-06-13,2019-09-02
NCT03338062,"Liver Cancer; Hepatocellular Carcinoma; Cholangiocarcinoma; Liver Neoplasms; Carcinoma, Hepatocellular; Cholangiocarcinoma",Theragnostic SBRT Planning,Hepatobiliary Iminodiacetic Acid (HIDA) scan,23.9,5.2,23.9,9.0,,,,,,2021-02-26,2017-06-13,2019-09-02
NCT03741088,"Carcinoma, Hepatocellular; Liver Metastases; Carcinoma, Hepatocellular",VORTX Rx Treatment,VORTX Rx treatment,,,,,,,,,,2021-04-20,2018-03-21,2019-07-17
NCT01639703,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Safety Set,Xenetix-CT perfusion imaging,,,,,,,,,,2017-07-13,2012-04,2014-10
NCT01236339,"Liver Cirrhosis; Portal Hypertension; Ascites; Liver Cirrhosis; Hypertension, Portal; Ascites",LVP (Large Volume Paracentesis),"TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis, LVP, TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis for subjects who failed LVP and crossed over to TIPS per protocol",13.0,,,13.0,,,,,,2014-06-03,2010-12,2013-03
NCT01236339,"Liver Cirrhosis; Portal Hypertension; Ascites; Liver Cirrhosis; Hypertension, Portal; Ascites",TIPS,"TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis, LVP, TIPS procedure with the GORE® VIATORR® TIPS Endoprosthesis for subjects who failed LVP and crossed over to TIPS per protocol",11.0,,,13.0,,,,,,2014-06-03,2010-12,2013-03
NCT02704130,"Hepatocellular Carcinoma; Hepatoma; Liver Cancer, Adult; Liver Cell Carcinoma; Liver Cell Carcinoma, Adult; Carcinoma, Hepatocellular",MWA Monotherapy,"Transarterial embolization, Microwave Ablation",3.0,,,3.0,,,,,,2022-04-22,2016-03,2018-01
NCT02704130,"Hepatocellular Carcinoma; Hepatoma; Liver Cancer, Adult; Liver Cell Carcinoma; Liver Cell Carcinoma, Adult; Carcinoma, Hepatocellular",TAE + MWA Combination Therapy,"Transarterial embolization, Microwave Ablation",4.0,,,5.0,,,,,,2022-04-22,2016-03,2018-01
NCT01020812,"Carcinoma, Hepatocellular; Hepatobiliary Neoplasm; Liver Carcinoma; Carcinoma, Hepatocellular",SBRT and TACE,"TACE, SBRT",0.857,,,8.0,0.4,,,8.0,,2016-07-27,2009-09,2014-03
NCT05741372,Liver Cirrhosis; Liver Cirrhosis,Group 1: Healthy Participants,"Rosuvastatin, Digoxin, Metformin hydrochlorid, Furosemide",,,,,,,,,,2026-01-13,2023-09-07,2024-12-30
NCT05741372,Liver Cirrhosis; Liver Cirrhosis,Group 2: F4 Child-Turcotte-Pugh Class A (Child-Pugh A) Subjects (Compensated),"Rosuvastatin, Digoxin, Metformin hydrochlorid, Furosemide",,,,,,,,,,2026-01-13,2023-09-07,2024-12-30
NCT05741372,Liver Cirrhosis; Liver Cirrhosis,Group 3: F4 Child-Turcotte-Pugh Class B (Child-Pugh B) Subjects (Decompensated),"Rosuvastatin, Digoxin, Metformin hydrochlorid, Furosemide",,,,,,,,,,2026-01-13,2023-09-07,2024-12-30
NCT03298451,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Durva 1500 mg,"Durvalumab, Tremelimumab (Regimen 1), Tremelimumab (Regimen 2), Sorafenib, Durvalumab (Regimen 1), Durvalumab (Regimen 2)",16.56,14.06,19.12,389.0,,,,,66.0,2026-03-20,2017-10-11,2026-08-27
NCT03298451,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Sora 400 mg,"Durvalumab, Tremelimumab (Regimen 1), Tremelimumab (Regimen 2), Sorafenib, Durvalumab (Regimen 1), Durvalumab (Regimen 2)",13.77,12.25,16.13,389.0,,,,,20.0,2026-03-20,2017-10-11,2026-08-27
NCT03298451,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treme 300 mg x1 Dose + Durva 1500 mg,"Durvalumab, Tremelimumab (Regimen 1), Tremelimumab (Regimen 2), Sorafenib, Durvalumab (Regimen 1), Durvalumab (Regimen 2)",16.43,14.16,19.58,393.0,,,,,79.0,2026-03-20,2017-10-11,2026-08-27
NCT03298451,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Treme 75 mg x4 Doses + Durva 1500 mg,"Durvalumab, Tremelimumab (Regimen 1), Tremelimumab (Regimen 2), Sorafenib, Durvalumab (Regimen 1), Durvalumab (Regimen 2)",16.36,12.39,19.65,153.0,,,,,26.0,2026-03-20,2017-10-11,2026-08-27
NCT04021043,Advanced Malignant Solid Neoplasm; Metastatic Carcinoma in the Liver; Metastatic Carcinoma in the Lung; Metastatic Malignant Neoplasm in the Thoracic Cavity; Metastatic Malignant Solid Neoplasm; Neoplasm Metastasis,Ipilimumab + BMS-986156 Arm (100 mg/kg),"Anti-GITR Agonistic Monoclonal Antibody BMS-986156, Ipilimumab, Nivolumab, Stereotactic Body Radiation Therapy",,,,,,,,,,2025-12-03,2019-08-19,2025-04-14
NCT04021043,Advanced Malignant Solid Neoplasm; Metastatic Carcinoma in the Liver; Metastatic Carcinoma in the Lung; Metastatic Malignant Neoplasm in the Thoracic Cavity; Metastatic Malignant Solid Neoplasm; Neoplasm Metastasis,Ipilimumab + BMS-986156 Arm (30 mg/kg),"Anti-GITR Agonistic Monoclonal Antibody BMS-986156, Ipilimumab, Nivolumab, Stereotactic Body Radiation Therapy",,,,,,,,,,2025-12-03,2019-08-19,2025-04-14
NCT04021043,Advanced Malignant Solid Neoplasm; Metastatic Carcinoma in the Liver; Metastatic Carcinoma in the Lung; Metastatic Malignant Neoplasm in the Thoracic Cavity; Metastatic Malignant Solid Neoplasm; Neoplasm Metastasis,Ipilimumab + BMS-986156 With SBRT Arm,"Anti-GITR Agonistic Monoclonal Antibody BMS-986156, Ipilimumab, Nivolumab, Stereotactic Body Radiation Therapy",,,,,,,,,,2025-12-03,2019-08-19,2025-04-14
NCT04021043,Advanced Malignant Solid Neoplasm; Metastatic Carcinoma in the Liver; Metastatic Carcinoma in the Lung; Metastatic Malignant Neoplasm in the Thoracic Cavity; Metastatic Malignant Solid Neoplasm; Neoplasm Metastasis,Nivolumab + BMS-986156 With SBRT Arm,"Anti-GITR Agonistic Monoclonal Antibody BMS-986156, Ipilimumab, Nivolumab, Stereotactic Body Radiation Therapy",,,,,,,,,,2025-12-03,2019-08-19,2025-04-14
NCT02460835,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Adaptive Radiation Therapy,Adaptive Radiation Therapy,16.8,10.67,28.47,54.0,,,,,,2023-11-15,2016-01-26,2022-01-20
NCT02524119,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",LEE001 With Chemoembolization,"LEE011, Chemoembolization",,,,,,,,,2.0,2021-02-01,2016-04,2020-09
NCT01239381,Solid Tumor; Liver Metastases,SBRT-Proton,Stereotactic body radiotherapy-proton,18.0,14.0,21.0,90.0,,,,,,2025-09-30,2010-10-05,2017-09-01
NCT01005875,"Hepatocellular Carcinoma; Liver Cancer; Carcinoma, Hepatocellular; Liver Neoplasms",Radiation Followed by Sorafenib,"Sorafenib, Stereotactic Body Radiotherapy (SBRT)",,,,,,,,,,2017-05-10,2009-11,2013-06
NCT00956930,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I (Radioembolization),"yttrium Y 90 glass microspheres, Doxorubicin",18.6,7.4,32.5,24.0,,,,,,2022-11-21,2009-08,2016-07-15
NCT00956930,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II (Transarterial Chemoembolization [TACE]),"yttrium Y 90 glass microspheres, Doxorubicin",17.7,8.3,27.9,21.0,,,,,,2022-11-21,2009-08,2016-07-15
NCT03472586,Metastatic Malignant Neoplasm in the Liver; Metastatic Uveal Melanoma; Stage IV Uveal Melanoma AJCC v7; Uveal Melanoma,"Treatment (Ipilimumab, Nivolumab, Immunoembolization)","Ipilimumab, Nivolumab, Embolization Therapy",,,,,,,,,,2025-04-24,2018-05-02,2024-12-31
NCT00788697,Liver Neoplasms; Liver Neoplasms,Safety Population,"SonoVue-enhanced ultrasound, Unenhanced ultrasound",,,,,,,,,,2017-12-12,2009-09,2013-07
NCT02107755,Liver Metastases; Lung Metastases; Recurrent Melanoma; Stage IV Melanoma; Tumors Metastatic to Brain; Melanoma; Brain Neoplasms,"Treatment (Ipilimumab, Stereotactic Radiosurgery)","ipilimumab, stereotactic radiosurgery, laboratory biomarker analysis",0.83,0.27,0.97,8.0,0.75,0.31,0.93,8.0,,2024-05-21,2014-09-05,2021-08-16
NCT04152343,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Ablation Simulation Guidance,RFA Physics Library -- a Planning and Guidance Platform (PGP),,,,,,,,,,2024-05-21,2019-12-07,2023-03-31
NCT02057874,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Resectable Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Stage A Adult Primary Liver Cancer (BCLC); Stage B Adult Primary Liver Cancer (BCLC); Carcinoma, Hepatocellular",Diagnostic (3T MRI),"3 Tesla Magnetic Resonance Imaging, Magnevist® (Intravenous (IV) administration of MRI contrast agent)",,,,,,,,,,2018-07-11,2014-02,2015-12-04
NCT03755791,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms; Carcinoma",Control Arm: Sorafenib,"Cabozantinib, Cabozantinib, Sorafenib, Atezolizumab",15.51,12.19,19.98,217.0,,,,,,2025-12-11,2018-06-10,2026-07-31
NCT03755791,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms; Carcinoma",Experimental Arm: Cabozantinib + Atezolizumab,"Cabozantinib, Cabozantinib, Sorafenib, Atezolizumab",16.46,14.46,18.56,432.0,,,,,,2025-12-11,2018-06-10,2026-07-31
NCT03755791,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Neoplasms; Carcinoma",Single-Agent Cabozantinib,"Cabozantinib, Cabozantinib, Sorafenib, Atezolizumab",,,,,,,,,,2025-12-11,2018-06-10,2026-07-31
NCT03418922,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Part 1: Lenvatinib 12 mg or 8 mg + Nivolumab 240 mg,"Lenvatinib, Nivolumab",,,,,,,,,66.7,2024-06-20,2018-01-16,2022-12-28
NCT03418922,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Part 2: Lenvatinib 12 mg or 8 mg + Nivolumab 240 mg,"Lenvatinib, Nivolumab",,,,,,,,,79.2,2024-06-20,2018-01-16,2022-12-28
NCT00508872,Colorectal Liver Metastases,FOLFOX-B,"5-Fluorouracil, Bevacizumab, Leucovorin, Oxaliplatin",,,,,,,,,,2012-08-01,2005-11,2009-06
NCT01899261,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Carcinoma, Hepatocellular",Treatment (SBRT),Stereotactic Radiosurgery,65.0,,,20.0,,,,,,2022-11-29,2010-10-07,2019-05
NCT00835679,Liver Metastases; Mucinous Adenocarcinoma of the Colon; Mucinous Adenocarcinoma of the Rectum; Recurrent Colon Cancer; Recurrent Rectal Cancer; Signet Ring Adenocarcinoma of the Colon; Signet Ring Adenocarcinoma of the Rectum; Stage IV Colon Cancer; Stage IV Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,No Treatment Cohort A,"cetuximab, dasatinib, therapeutic conventional surgery, laboratory biomarker analysis",,,,,,,,,,2014-05-23,2009-12,2011-08
NCT01347333,"Liver Metastases; Hepatocellular Carcinoma; Intrahepatic Cholangiocarcinoma; Carcinoma, Hepatocellular; Cholangiocarcinoma",Liver Metastases,"Stereotactic body radiosurgery, Stereotactic Body Radiotherapy",,,,,,,,,,2020-03-03,2008-09,2016-09
NCT02069041,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Ramucirumab + FOLFOX4,"Ramucirumab, FOLFOX4",,,,,,,,,25.0,2018-11-21,2014-04,2016-09
NCT00321594,"Adult Primary Hepatocellular Carcinoma; Advanced Adult Primary Liver Cancer; Localized Unresectable Adult Primary Liver Cancer; Recurrent Adult Primary Liver Cancer; Carcinoma, Hepatocellular","Phase II, MTD",belinostat,,,,,,,,,,2017-11-06,2006-05,2012-10
NCT00855218,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Placebo + TACE,"Sorafenib (Nexavar, BAY43-9006), Placebo",,562.0,,153.0,,,,,,2017-08-18,2009-03,2013-02
NCT00855218,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Sorafenib (Nexavar, BAY43-9006) + TACE","Sorafenib (Nexavar, BAY43-9006), Placebo",,554.0,,154.0,,,,,,2017-08-18,2009-03,2013-02
NCT02329860,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Apatinib,"Apatinib, Placebo",8.7,7.5,9.8,261.0,,,,,10.7,2024-01-22,2014-03-26,2019-08-14
NCT02329860,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Placebo,"Apatinib, Placebo",6.8,5.7,9.1,132.0,,,,,1.5,2024-01-22,2014-03-26,2019-08-14
